RHEA_ID	DIRECTION	MASTER_ID	ID
21021	LR	21020	CHORISMATE-SYNTHASE-RXN
21039	BI	21036	ACETYL-COA-ACETYLTRANSFER-RXN
21081	LR	21080	S-ADENMETSYN-RXN
21099	BI	21096	3-DEHYDROQUINATE-DEHYDRATASE-RXN
21141	LR	21140	INOSINEKIN-RXN
21165	LR	21164	CARBOXYLESTERASE-RXN
21173	LR	21172	1.1.1.264-RXN
21177	LR	21176	1.1.1.264-RXN
21189	LR	21188	NAD-SYNTH-NH3-RXN
21199	BI	21196	HOMOCYSMET-RXN
21209	LR	21208	RXN0-5114
21251	BI	21248	DNA-DIRECTED-RNA-POLYMERASE-RXN
21259	BI	21256	2.5.1.19-RXN
21262	RL	21260	1.8.4.14-RXN
21265	LR	21264	GLYCOLATEDEHYDRO-RXN
21273	LR	21272	GSPSYN-RXN
21361	LR	21360	2.7.7.1-RXN
21395	BI	21392	PHENDEHYD-RXN
21435	BI	21432	MALATE-DEH-RXN
21525	LR	21524	2-ISOPROPYLMALATESYN-RXN
21529	LR	21528	EXOPOLYPHOSPHATASE-RXN
21541	LR	21540	PRAISOM-RXN
21566	RL	21564	KETOACYLCOATHIOL-RXN
21591	BI	21588	N-ACETYLGLUTPREDUCT-RXN
21597	LR	21596	RXN0-2201
21622	RL	21620	FMNREDUCT-RXN
21626	RL	21624	FMNREDUCT-RXN
21626	RL	21624	RXN-12444
21645	LR	21644	GLYCEROL-KIN-RXN
21649	LR	21648	PREPHENATEDEHYDRAT-RXN
21665	LR	21664	4-NITROPHENYLPHOSPHATASE-RXN
21669	LR	21668	ABC-34-RXN
21715	BI	21712	PHENYLSERINE-ALDOLASE-RXN
21733	LR	21732	ANTHRANSYN-RXN
21741	LR	21740	MERCAPYSTRANS-RXN
21750	RL	21748	1.1.1.283-RXN
21799	BI	21796	DTDPDEHYRHAMREDUCT-RXN
21821	LR	21820	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
21827	BI	21824	ASPAMINOTRANS-RXN
21869	LR	21868	RIBOFLAVINSYNDEAM-RXN
21926	RL	21924	RXN0-703
21969	LR	21968	3-DEHYDROQUINATE-SYNTHASE-RXN
21973	LR	21972	RXN-8675
22009	LR	22008	HOMSUCTRAN-RXN
22019	BI	22016	RXN-982
22021	LR	22020	ABC-19-RXN
22054	RL	22052	HYDROXYLAMINE-REDUCTASE-RXN
22061	LR	22060	2.8.1.6-RXN
22071	BI	22068	ACETOLACTREDUCTOISOM-RXN
22073	LR	22072	RXN0-5116
22085	LR	22084	4.3.1.15-RXN
22089	LR	22088	GTPPYPHOSKIN-RXN
22099	BI	22096	2.7.7.8-RXN
22109	LR	22108	THREDEHYD-RXN
22133	LR	22132	ABC-16-RXN
22147	BI	22144	ACONITATEHYDR-RXN
22153	LR	22152	GLUCDEHYDROG-RXN
22153	LR	22152	RXN0-6373
22157	LR	22156	GUANOSINE-DIPHOSPHATASE-RXN
22171	BI	22168	UDPGLUCEPIM-RXN
22195	BI	22192	AICARTRANSFORM-RXN
22237	LR	22236	3.1.3.68-RXN
22329	LR	22328	THI-P-SYN-RXN
22353	LR	22352	LYSDECARBOX-RXN
22365	LR	22364	RXN-7967
22371	BI	22368	RIBULPEPIM-RXN
22377	LR	22376	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
22409	LR	22408	GPPSYN-RXN
22433	LR	22432	OHACYL-COA-DEHYDROG-RXN
22449	LR	22448	PSEUDOURIDINE-KINASE-RXN
22489	LR	22488	RXN-2961
22511	BI	22508	DNA-DIRECTED-DNA-POLYMERASE-RXN
22566	RL	22564	ENOYL-ACP-REDUCT-NADPH-RXN
22582	RL	22580	2-OXOPENT-4-ENOATE-HYDRATASE-RXN
22586	RL	22584	PROTOHEMEFERROCHELAT-RXN
22587	BI	22584	RXN0-6258
22591	BI	22588	RXN-6423
22611	BI	22608	SUCCDIAMINOPIMDESUCC-RXN
22627	BI	22624	MHPELY-RXN
22629	LR	22628	SAICARSYN-RXN
22637	LR	22636	DCTP-PYROPHOSPHATASE-RXN
22669	LR	22668	LIPIDADISACCHARIDESYNTH-RXN
22681	LR	22680	DCTP-DEAM-RXN
22713	LR	22712	COBINPGUANYLYLTRANS-RXN
22721	LR	22720	2.7.13.1-RXN
22729	LR	22728	2.9.1.1-RXN
22815	BI	22812	METHYLENETHFDEHYDROG-NADP-RXN
22819	BI	22816	XYLISOM-RXN
22827	BI	22824	URA-PHOSPH-RXN
22829	LR	22828	HISTPRATPHYD-RXN
22836	UN	22836	2.3.1.41-RXN
22861	LR	22860	NICONUCADENYLYLTRAN-RXN
22891	BI	22888	METHYLMALONYL-COA-MUT-RXN
22915	BI	22912	VALINE-PYRUVATE-AMINOTRANSFER-RXN
22937	LR	22936	NAG6PDEACET-RXN
22949	LR	22948	TAGAALDOL-RXN
22965	LR	22964	ORNDECARBOX-RXN
22986	RL	22984	OXAMATE-CARBAMOYLTRANSFERASE-RXN
22997	LR	22996	RXN-12440
23009	LR	23008	TRE6PHYDRO-RXN
23033	LR	23032	AIRS-RXN
23065	LR	23064	RXN0-280
23075	BI	23072	PEPCARBOX-RXN
23083	BI	23080	L-RHAMNONATE-DEHYDRATASE-RXN
23097	LR	23096	OHMETPYRKIN-RXN
23107	BI	23104	DARAB5PISOM-RXN
23121	LR	23120	ABC-8-RXN
23141	LR	23140	NMNNUCLEOSID-RXN
23151	BI	23148	PROPKIN-RXN
23153	LR	23152	RXN0-5330
23163	BI	23160	RHAMNISOM-RXN
23177	LR	23176	ACETATE--COA-LIGASE-RXN
23237	LR	23236	MCPMETEST-RXN
23254	RL	23252	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
23287	BI	23284	IPPISOM-RXN
23291	BI	23288	ACETALD-DEHYDROG-RXN
23299	BI	23296	ACNEULY-RXN
23355	BI	23352	GABATRANSAM-RXN
23373	LR	23372	UDP-NACMUR-ALA-LIG-RXN
23421	LR	23420	TREHALOSEPHOSPHA-RXN
23427	BI	23424	5.4.2.10-RXN
23449	LR	23448	CPM-KDOSYNTH-RXN
23477	LR	23476	IGPSYN-RXN
23517	LR	23516	GLY3KIN-RXN
23539	BI	23536	PHOSPHOGLUCMUT-RXN
23541	LR	23540	GLURS-RXN
23549	LR	23548	RXN0-6515
23561	LR	23560	COBALAMIN5PSYN-RXN
23571	BI	23568	5.3.3.14-RXN
23585	LR	23584	DIHYDROFOLATESYNTH-RXN
23597	LR	23596	UGD-RXN
23626	RL	23624	RXN0-1281
23677	LR	23676	UDP-NACMURALGLDAPLIG-RXN
23689	LR	23688	ADENINE-DEAMINASE-RXN
23703	BI	23700	METHENYLTHFCYCLOHYDRO-RXN
23705	LR	23704	GTP-CYCLOHYDRO-II-RXN
23719	BI	23716	RXN-7931
23721	LR	23720	PROPIONYL-COA-CARBOXY-RXN
23747	BI	23744	HISTAMINOTRANS-RXN
23777	LR	23776	ASPARTATEKIN-RXN
23781	LR	23780	2-METHYLCITRATE-SYNTHASE-RXN
23789	LR	23788	CITC-RXN
23817	LR	23816	PUTTRANSAM-RXN
23821	LR	23820	GDPMANDEHYDRA-RXN
23825	LR	23824	DHBDEHYD-RXN
23831	BI	23828	1.1.1.274-RXN
23841	LR	23840	1.13.11.16-RXN
23865	LR	23864	RXN0-302
23883	BI	23880	2.7.3.9-RXN
23899	BI	23896	5.3.1.17-RXN
23907	BI	23904	GAMMA-GLUTAMYLTRANSFERASE-RXN
23921	LR	23920	AICARSYN-RXN
23938	RL	23936	GLUCONATE-5-DEHYDROGENASE-RXN
23942	RL	23940	GLUCONATE-5-DEHYDROGENASE-RXN
23950	RL	23948	4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
23977	LR	23976	RNA-3-PHOSPHATE-CYCLASE-RXN
23997	LR	23996	3.6.1.19-RXN
24001	LR	24000	2.1.1.63-RXN
24023	BI	24020	ARGSUCCINLYA-RXN
24067	BI	24064	PORPHOBILSYNTH-RXN
24081	LR	24080	TRYPTOPHAN--TRNA-LIGASE-RXN
24105	LR	24104	RXN0-1321
24135	BI	24132	GALPMUT-RXN
24141	LR	24140	RXN-11588
24155	BI	24152	ADENYLYLSULFKIN-RXN
24167	BI	24164	1.8.4.12-RXN
24177	LR	24176	RXN-18388
24213	LR	24212	THIAZOLSYN3-RXN
24235	BI	24232	1.1.1.127-RXN
24238	RL	24236	1.7.2.3-RXN
24253	LR	24252	3.6.1.41-RXN
24287	BI	24284	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
24295	BI	24292	N-ACETYLTRANSFER-RXN
24299	BI	24296	DIHYDROOROT-RXN
24307	BI	24304	GCVP-RXN
24361	LR	24360	SIROHEME-FERROCHELAT-RXN
24381	LR	24380	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
24385	LR	24384	NAD-SYNTH-GLN-RXN
24391	BI	24388	URPHOS-RXN
24401	LR	24400	RXN-12002
24403	BI	24400	2.7.4.22-RXN
24411	BI	24408	ADENODEAMIN-RXN
24421	LR	24420	3.5.1.88-RXN
24441	LR	24440	3.6.3.27-RXN
24441	LR	24440	ABC-27-RXN
24453	LR	24452	CHER-RXN
24457	LR	24456	RIBAZOLEPHOSPHAT-RXN
24467	BI	24464	DEHYDDEOXPHOSGALACT-ALDOL-RXN
24490	RL	24488	ISPH2-RXN
24563	BI	24560	SERINE-O-ACETTRAN-RXN
24577	LR	24576	INORGPYROPHOSPHAT-RXN
24625	LR	24624	THREONINE--TRNA-LIGASE-RXN
24630	RL	24628	RXN-13854
24671	LR	24670	RXN-7682
24675	LR	24674	CYTIKIN-RXN
24699	LR	24698	RXN-16286
24703	LR	24702	RXN0-1861
24707	LR	24706	RXN0-1862
24713	BI	24710	RXN0-1863
24786	LR	24785	MHPHYDROXY-RXN
24792	BI	24789	MHPCHYDROL-RXN
24795	RL	24793	GLUTAMIDOTRANS-RXN
24804	BI	24801	BRANCHED-CHAINAMINOTRANSFERILEU-RXN
24810	LR	24809	DIHYDROXYISOVALDEHYDRAT-RXN
24816	BI	24813	BRANCHED-CHAINAMINOTRANSFERVAL-RXN
24827	RL	24825	RXN0-884
24830	LR	24829	GARTRANSFORMYL2-RXN
24841	LR	24840	PYRIMSYN1-RXN
24899	LR	24898	GTP-CYCLOHYDRO-II-RXN
24903	LR	24902	RXN0-4181
24932	LR	24931	LCYSDESULF-RXN
24953	LR	24952	RXN0-4621
25047	LR	25046	RXN-12070
25055	LR	25054	RXN-12073
25059	LR	25058	RXN-12072
25063	LR	25062	PHENPRODIOLDEHYDROG-RXN
25067	LR	25066	RXN-12071
25079	LR	25078	RXN-7800
25095	LR	25094	RXN-11831
25095	LR	25094	RXN-7913
25099	LR	25098	UDPKIN-RXN
25105	LR	25104	PYRAMKIN-RXN
25109	LR	25108	PNKIN-RXN
25140	LR	25139	RXN-8447
25155	BI	25152	PHEAMINOTRANS-RXN
25198	LR	25197	RIBOPHOSPHAT-RXN
25210	LR	25209	UDPACYLGLCNACDEACETYL-RXN
25214	LR	25213	LIPIDXSYNTHESIS-RXN
25238	LR	25237	CDPKIN-RXN
25242	LR	25241	URUR-RXN
25250	LR	25249	ACETOLACTSYN-RXN
25254	LR	25253	NANK-RXN
25260	BI	25257	NANE-RXN
25266	LR	25265	AMINEPHEN-RXN
25278	LR	25277	RXN0-5038
25293	BI	25290	ALCOHOL-DEHYDROG-RXN
25299	LR	25298	RXN0-3962
25303	LR	25302	H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN
25308	RL	25306	DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
25426	RL	25424	GUANPRIBOSYLTRAN-RXN
25435	BI	25432	RXN0-5304
25577	LR	25576	PROTOPORGENOXI-RXN
25583	BI	25580	RXN0-5298
25587	BI	25584	RXN0-5306
25591	BI	25588	RXN-9951
25594	LR	25593	2.5.1.64-RXN
25598	LR	25597	RXN-9310
25654	LR	25653	THREOSPON-RXN
25783	BI	25780	UDPMANNACADEHYDROG-RXN
25793	LR	25792	TRANS-RXN0-207
25877	LR	25876	L-ASPARTATE-OXID-RXN
25889	LR	25888	QUINOLINATE-SYNTHA-RXN
26127	BI	26124	RXN-821
26155	BI	26152	LUMAZINESYN-RXN
26210	LR	26209	LTAA-RXN
26310	LR	26309	RXN-9311
26334	LR	26333	RXN-8342
26338	LR	26337	MMUM-RXN
26362	LR	26361	RXN-11319
26413	BI	26410	RXN0-4641
26427	LR	26426	CTPSYN-RXN
26435	LR	26434	RXN0-2382
26440	RL	26438	RXN-8974
26485	BI	26482	RXN0-6274
26563	LR	26562	NAPHTHOATE-SYN-RXN
27291	LR	27290	RXN0-3281
27378	LR	27377	GKI-RXN
27406	LR	27405	RXN-11496
27410	LR	27409	RXN0-6259
27452	BI	27449	RXN0-4461
27466	LR	27465	RXN0-4342
27474	LR	27473	RXN0-4341
27486	LR	27485	ALLANTOATE-DEIMINASE-RXN
27490	LR	27489	RXN0-4301
27552	LR	27551	RXN-8999
27611	LR	27610	FHLMULTI-RXN
27629	BI	27626	2TRANSKETO-RXN
27633	BI	27630	GLYCOLALDREDUCT-RXN
27636	RL	27634	YIAE1-RXN
27639	LR	27638	XANTHOSINEPHOSPHORY-RXN
27645	BI	27642	ADENPHOSPHOR-RXN
27649	BI	27646	INOPHOSPHOR-RXN
27653	BI	27650	URKI-RXN
27655	LR	27654	ACETOOHBUTSYN-RXN
27661	BI	27658	D-PPENTOMUT-RXN
27663	LR	27662	RXN0-5364
27667	LR	27666	RXN0-310
27671	LR	27670	RXN0-5408
27675	LR	27674	DADPKIN-RXN
27679	LR	27678	DCDPKIN-RXN
27683	LR	27682	DTDPKIN-RXN
27687	LR	27686	GDPKIN-RXN
27691	LR	27690	DGDPKIN-RXN
27695	LR	27694	DIHYDROXYMETVALDEHYDRAT-RXN
27705	BI	27702	GALACTUROISOM-RXN
27711	LR	27710	GUANOSINEKIN-RXN
27715	LR	27714	RXN-7609
27719	LR	27718	RXN-7607
27723	LR	27722	RXN0-3521
27729	BI	27726	KDGALDOL-RXN
27735	LR	27734	RXN0-5409
27741	BI	27738	DEOXYGUANPHOSPHOR-RXN
27745	BI	27742	DEOXYADENPHOSPHOR-RXN
27753	BI	27750	DEOXYINOPHOSPHOR-RXN
27755	LR	27754	GLYOXIII-RXN
27759	LR	27758	GCVMULTI-RXN
27763	LR	27762	RXN0-383
27771	LR	27770	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
27775	LR	27774	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
27779	LR	27778	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
27783	LR	27782	4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
27787	LR	27786	2OXOGLUTARATEDEH-RXN
27791	LR	27790	2-OCTAPRENYLPHENOL-HYDROX-RXN
27799	LR	27798	RXN-8992
27809	BI	27806	ACETOACETYL-COA-TRANSFER-RXN
27816	RL	27814	RXN0-1981
27836	RL	27834	R601-RXN
27847	LR	27846	RXN-10040
27859	LR	27858	RXN-14064
27867	LR	27866	RXN0-5216
27879	LR	27878	RXN-14091
27883	LR	27882	RXN-14112
27887	LR	27886	RXN-14113
27891	LR	27890	RXN-14115
27895	LR	27894	RXN-14522
27899	LR	27898	RXN-14126
27915	LR	27914	RXN0-3543
27959	LR	27958	RXN0-361
27967	LR	27966	RXN0-5507
27971	LR	27970	RXN0-5183
27981	BI	27978	RXN0-5108
27983	LR	27982	RXN-12093
27988	RL	27986	RXN0-4281
27991	LR	27990	RXN0-382
27995	LR	27994	RXN0-363
28001	BI	27998	RXN0-3542
28005	BI	28002	RXN0-313
28007	LR	28006	RXN0-301
28013	BI	28010	RXN0-268
28019	LR	28018	RXN0-1661
28023	LR	28022	RXN-5741
28028	RL	28026	UDPREDUCT-RXN
28032	RL	28030	GDPREDUCT-RXN
28037	BI	28034	ADPREDUCT-RXN
28040	RL	28038	CDPREDUCT-RXN
28043	LR	28042	PYRUVDEH-RXN
28047	LR	28046	PTAALT-RXN
28051	LR	28050	RXN-5822
28055	LR	28054	KETOBUTFORMLY-RXN
28061	BI	28058	LYXISOM-RXN
28063	LR	28062	KDOTRANS2-RXN
28067	LR	28066	KDOTRANS-RXN
28071	LR	28070	HEMEOSYN-RXN
28091	LR	28090	GLCNACPTRANS-RXN
28095	LR	28094	UNDECAPRENYL-DIPHOSPHATASE-RXN
28099	LR	28098	GDPPYPHOSKIN-RXN
28103	LR	28102	GDPMANMANHYDRO-RXN
28109	BI	28106	1.1.1.251-RXN
28153	BI	28150	SPERMACTRAN-RXN
28165	BI	28162	CYTIDINEKIN-RXN
28187	LR	28186	AMACETOXID-RXN
28193	BI	28190	ADDALT-RXN
28207	LR	28206	DURIDKI-RXN
28223	LR	28222	RXN0-704
28237	BI	28234	SPONTPRO-RXN
28271	LR	28270	RXN0-7165
28281	BI	28278	RXN0-279
28331	LR	28330	RXN0-5073
28335	LR	28334	RXN0-384
28339	LR	28338	RXN0-3561
28343	LR	28342	RXN0-1602
28349	BI	28346	H2NTPEPIM-RXN
28365	BI	28362	RXN0-385
28367	LR	28366	UDPMANACATRANS-RXN
28375	LR	28374	UDP-NACMURALGLDAPAALIG-RXN
28379	LR	28378	RXN0-962
28385	BI	28382	RXN0-963
28387	LR	28386	PHOSNACMURPENTATRANS-RXN
28393	BI	28390	RXN0-4841
28397	BI	28394	RXN0-5228
28399	LR	28398	RXN0-961
28403	LR	28402	RXN0-5118
28407	LR	28406	RXN0-5074
28411	LR	28410	RXN0-3922
28415	LR	28414	RXN0-3921
28419	LR	28418	RXN0-3601
28427	LR	28426	RXN0-304
28433	BI	28430	RXN0-303
28435	LR	28434	MYRPALMTRAN-RXN
28439	LR	28438	MYRISTOYLACYLTRAN-RXN
28443	LR	28442	LAUROYLACYLTRAN-RXN
28448	RL	28446	TRANS-RXN0-448
28452	RL	28450	TRANS-RXN0-418
28456	RL	28454	TRANS-RXN0-417
28460	RL	28458	TRANS-RXN0-240
28464	RL	28462	TRANS-RXN0-214
28468	RL	28466	TRANS-RXN0-213
28472	RL	28470	TRANS-RXN0-205
28476	RL	28474	TRANS-RXN0-204
28480	RL	28478	TRANS-RXN0-203
28485	BI	28482	TRANS-RXN-9
28488	RL	28486	TRANS-RXN-8
28492	RL	28490	TRANS-RXN-3
28496	RL	28494	DIMESULFREDUCT-RXN
28511	LR	28510	RXN0-5295
28515	LR	28514	LCARNCOALIG-RXN
28519	LR	28518	RXN0-4361
28531	LR	28530	XMPXAN-RXN
28535	LR	28534	RXN0-5107
28539	LR	28538	RXN0-5061
28565	BI	28562	RXN0-5240
28571	LR	28570	ENTF-RXN
28580	RL	28578	TRANS-RXN-141A
28583	LR	28582	DUDPKIN-RXN
28611	LR	28610	RXN0-1603
28660	LR	28659	BETAGALACTOSID-RXN
28666	BI	28663	ALPHAGALACTOSID-RXN
28668	LR	28667	RXN-8632
28672	LR	28671	COBALADENOSYLTRANS-RXN
28680	LR	28679	DHHB-METHYLTRANSFER-RXN
28692	LR	28691	RXN0-6491
28697	RL	28695	TRANS-RXN-151
28701	RL	28699	RXN0-16
28705	RL	28703	RXN0-14
28709	RL	28707	RXN0-10
28713	RL	28711	TRANS-RXN0-452
28717	RL	28715	TRANS-RXN0-451
28721	RL	28719	TRANS-RXN0-447
28725	RL	28723	TRANS-RXN0-444
28728	LR	28727	TRANS-RXN0-280
28732	LR	28731	TRANS-RXN0-270
28736	LR	28735	TRANS-RXN0-266
28740	LR	28739	TRANS-RXN0-244
28745	RL	28743	TRANS-RXN0-239
28749	RL	28747	TRANS-RXN0-206
28754	BI	28751	GLYC3PDEHYDROG-RXN
28756	LR	28755	RXN0-5260
28760	LR	28759	FUC4NACTRANS-RXN
28764	LR	28763	TDPFUCACTRANS-RXN
28782	BI	28779	RXN0-6563
28784	LR	28783	RXN-6622
28790	BI	28787	RXN0-6564
28794	BI	28791	RXN0-6565
28797	RL	28795	RXN0-6555
28804	LR	28803	RXN0-5214
28813	RL	28811	TRANS-RXN0-235
28816	LR	28815	TRANS-RXN0-233
28821	RL	28819	TRANS-RXN0-228
28825	RL	28823	TRANS-RXN0-227
28828	LR	28827	TRANS-RXN0-211
28833	RL	28831	TRANS-RXN0-209
28836	LR	28835	TRANS-RXN0-201
28840	LR	28839	TRANS-RXN0-200
28845	RL	28843	TRANS-RXN-99
28849	RL	28847	TRANS-RXN-94B
28853	RL	28851	TRANS-RXN-94A
28857	RL	28855	TRANS-RXN-94
28864	LR	28863	TRANS-RXN-82
28869	RL	28867	TRANS-RXN-24
28873	RL	28871	TRANS-RXN-81
28877	RL	28875	TRANS-RXN-77
28881	RL	28879	TRANS-RXN-76
28889	RL	28887	TRANS-RXN-71
28893	RL	28891	TRANS-RXN-69
28896	LR	28895	TRANS-RXN-68
28901	RL	28899	TRANS-RXN-62B
28905	RL	28903	TRANS-RXN-62A
28909	RL	28907	TRANS-RXN-61
28913	RL	28911	TRANS-RXN-58
28917	RL	28915	TRANS-RXN-57
28920	LR	28919	TRANS-RXN-261
28925	RL	28923	TRANS-RXN-56
28934	BI	28931	RXN-9983
28941	RL	28939	TRANS-RXN-31
28945	RL	28943	TRANS-RXN-29A
28949	RL	28947	TRANS-RXN-40
28953	RL	28951	TRANS-RXN-10
28957	RL	28955	TRANS-RXN-35
28961	RL	28959	TRANS-RXN-30
28965	RL	28963	TRANS-RXN-29
28969	RL	28967	TRANS-RXN-118
28973	RL	28971	TRANS-RXN-27
28977	RL	28975	TRANS-RXN-262
28980	LR	28979	TRANS-RXN-26
28985	RL	28983	TRANS-RXN-137
28989	RL	28987	TRANS-RXN-25
28993	RL	28991	RXN0-0
29000	LR	28999	TRANS-RXN-242A
29004	LR	29003	TRANS-RXN-242
29009	RL	29007	TRANS-RXN-241
29013	RL	29011	TRANS-RXN-23
29017	RL	29015	TRANS-RXN-22
29021	RL	29019	TRANS-RXN-21
29025	RL	29023	TRANS-RXN-20
29029	RL	29027	TRANS-RXN-162
29033	RL	29031	TRANS-RXN-122
29036	LR	29035	ABC-13-RXN
29040	LR	29039	TRANS-RXN0-222
29048	LR	29047	RXN0-5256
29064	LR	29063	FORMATEDEHYDROG-RXN
29094	BI	29091	NADH-DEHYDROG-A-RXN
29120	LR	29119	RXN0-6369
29128	LR	29127	RXN-16471
29136	LR	29135	RXN0-3501
29170	BI	29167	PYRUVOXID-RXN
29173	RL	29171	RXN-20148
29208	LR	29207	DIMESULFREDUCT-RXN
29212	LR	29211	RXN0-18
29216	LR	29215	R601-RXN
29220	LR	29219	RXN-15740
29229	RL	29227	TRANS-RXN-142
29233	RL	29231	TRANS-RXN-14
29241	RL	29239	TRANS-RXN-132
29248	LR	29247	TRANS-RXN-130
29253	RL	29251	TRANS-RXN-129
29256	LR	29255	TRANS-RXN-128
29260	LR	29259	TRANS-RXN-127
29265	RL	29263	TRANS-RXN-126B
29269	RL	29267	TRANS-RXN-126A
29272	LR	29271	RXN0-5264
29277	RL	29275	TRANS-RXN-126
29280	LR	29279	RXN0-5264
29285	RL	29283	TRANS-RXN-125
29289	RL	29287	TRANS-RXN-122A
29297	RL	29295	TRANS-RXN-123
29305	RL	29303	TRANS-RXN-121
29320	LR	29319	RXN-14160
29325	RL	29323	TRANS-RXN-106
29329	RL	29327	TRANS-RXN-106B
29333	RL	29331	TRANS-RXN-121B
29341	RL	29339	TRANS-RXN-121A
29345	RL	29343	TRANS-RXN-106A
29349	RL	29347	TRANS-RXN-121C
29353	RL	29351	RXN0-12
29356	LR	29355	RXN-14143
29360	LR	29359	RXN-14025
29364	LR	29363	RXN0-5292
29368	LR	29367	RXN-14026
29372	LR	29371	RXN-14161
29376	LR	29375	AMP-DEPHOSPHORYLATION-RXN
29380	LR	29379	RXN-14142
29396	LR	29395	RXN-14139
29400	LR	29399	RXN0-6382
29404	LR	29403	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN
29408	LR	29407	2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN
29413	RL	29411	TRANS-RXN-105
29417	RL	29415	TRANS-RXN-104
29420	LR	29419	TRANS-RXN-101
29428	LR	29427	TRANS-RXN-100
29436	LR	29435	RXN0-8
29440	LR	29439	RXN0-6
29445	RL	29443	RXN0-5202
29449	RL	29447	RXN0-5111
29457	RL	29455	RXN0-5130
29461	RL	29459	RXN0-5201
29465	RL	29463	TRANS-RXN-143
29468	LR	29467	TRANS-RXN-42
29564	LR	29563	RXN0-2361
29570	BI	29567	RXN0-2501
29573	RL	29571	TRANS-RXN-181A
29577	RL	29575	RXN0-4083
29581	RL	29579	RXN0-2421
29584	LR	29583	RXN0-22
29618	BI	29615	AMYLOMALT-RXN
29652	LR	29651	RXN0-2162
29656	LR	29655	RXN0-1924
29660	LR	29659	RXN0-1923
29665	RL	29663	RXN-5076
29670	BI	29667	TRANS-RXN-145
29672	LR	29671	TRANS-RXN-144
29678	BI	29675	TRANS-RXN-131
29680	LR	29679	TRANS-RXN-1
29694	BI	29691	RXN0-5182
29697	RL	29695	TRANS-RXN0-283
29697	RL	29695	TRANS-RXN0-455
29701	RL	29699	TRANS-RXN0-273
29704	LR	29703	TRANS-RXN0-269
29709	RL	29707	TRANS-RXN0-225
29713	RL	29711	TRANS-RXN0-212
29721	RL	29719	RXN0-1565
29721	RL	29719	RXN0-2121
29725	RL	29723	RXN0-1982
29733	RL	29731	RXN0-1741
29740	LR	29739	ABC-16-RXN
29745	RL	29743	TRANS-RXN0-284
29749	RL	29747	TRANS-RXN0-282
29753	RL	29751	TRANS-RXN0-281
29756	LR	29755	TRANS-RXN0-278
29761	RL	29759	TRANS-RXN0-272
29764	LR	29763	TRANS-RXN0-268
29768	LR	29767	TRANS-RXN0-202
29772	LR	29771	TRANS-RXN-7
29776	LR	29775	RXN0-1402
29780	LR	29779	RXN0-4522
29784	LR	29783	RXN0-3
29788	LR	29787	RXN0-11
29792	LR	29791	RXN0-21
29796	LR	29795	ABC-63-RXN
29800	LR	29799	ABC-42-RXN
29804	LR	29803	ABC-36-RXN
29808	LR	29807	ABC-35-RXN
29812	LR	29811	ABC-32-RXN
29816	LR	29815	ABC-26-RXN
29820	LR	29819	ABC-15-RXN
29825	RL	29823	TRANS-RXN-139
29829	RL	29827	TRANS-RXN-141
29833	RL	29831	TRANS-RXN-141B
29837	RL	29835	TRANS-RXN-16
29858	BI	29855	RXN0-5227
29872	LR	29871	ABC-7-RXN
29876	LR	29875	RXN-14136
29880	LR	29879	ABC-4-RXN
29884	LR	29883	ABC-37-RXN
29888	LR	29887	ABC-3-RXN
29892	LR	29891	ABC-14-RXN
29896	LR	29895	ABC-12-RXN
29900	LR	29899	ABC-33-RXN
29904	LR	29903	ABC-28-RXN
29908	LR	29907	RXN-14073
29912	LR	29911	TRANS-RXN0-210
29916	LR	29915	RXN0-5120
29920	LR	29919	RXN0-5121
29924	LR	29923	RXN0-5122
29929	RL	29927	TRANS-RXN-117
29932	LR	29931	RXN0-5123
29937	RL	29935	TRANS-RXN-116
29941	RL	29939	TRANS-RXN-114
29945	RL	29943	TRANS-RXN-113
29949	RL	29947	TRANS-RXN-112
29953	RL	29951	TRANS-RXN-108I
29957	RL	29955	TRANS-RXN-108H
29960	LR	29959	RXN0-5124
29965	RL	29963	TRANS-RXN-108G
29969	RL	29967	TRANS-RXN-108F
29973	RL	29971	TRANS-RXN-108E
29977	RL	29975	TRANS-RXN-108D
29981	RL	29979	TRANS-RXN-108C
29985	RL	29983	TRANS-RXN-108B
29989	RL	29987	TRANS-RXN-108A
29993	RL	29991	TRANS-RXN0-236
29996	LR	29995	ABC-25-RXN
30000	LR	29999	ABC-24-RXN
30004	LR	30003	RXN0-5125
30008	LR	30007	ABC-2-RXN
30012	LR	30011	ABC-18-RXN
30016	LR	30015	RXN0-5126
30020	LR	30019	RXN0-5127
