Gene name	Caenorhabditis elegans (PRJNA13758) [WS285] gene stable ID	Homology type
TMUE_1000005681		
TMUE_1000005680		
TMUE_1000003950	WBGene00010296	ortholog_many2many
TMUE_1000003950	WBGene00019464	ortholog_many2many
TMUE_1000003950	WBGene00021818	ortholog_many2many
TMUE_1000003950	WBGene00020910	ortholog_many2many
TMUE_1000005679		
TMUE_1000005678		
TMUE_1000005677		
TMUE_1000003949		
TMUE_1000005675		
TMUE_1000005674		
TMUE_1000003946	WBGene00044650	ortholog_one2one
TMUE_1000003945		
TMUE_1000003944		
TMUE_1000003943		
TMUE_1000005673		
TMUE_1000003940		
TMUE_1000003939	WBGene00004918	ortholog_one2one
TMUE_1000003938		
TMUE_1000003937		
TMUE_1000005672		
TMUE_1000003936	WBGene00013041	ortholog_one2one
TMUE_1000003935	WBGene00010731	ortholog_one2one
TMUE_1000003934		
TMUE_1000003933	WBGene00018508	ortholog_one2one
TMUE_1000003931	WBGene00016989	ortholog_one2one
TMUE_1000005670	WBGene00016494	ortholog_one2one
TMUE_1000005669	WBGene00001056	ortholog_one2many
TMUE_1000005668	WBGene00001056	ortholog_one2many
TMUE_0000001708	WBGene00011146	ortholog_one2many
TMUE_0000002103		
TMUE_2000010241		
TMUE_0000002372	WBGene00015104	ortholog_one2many
TMUE_2000010238		
TMUE_2000007833	WBGene00011411	ortholog_one2one
TMUE_2000007832		
TMUE_2000010237	WBGene00016439	ortholog_one2one
TMUE_2000007831		
TMUE_2000007830		
TMUE_2000007829		
TMUE_2000007828	WBGene00015092	ortholog_one2one
TMUE_2000007827		
TMUE_2000007825		
TMUE_2000007824	WBGene00006697	ortholog_one2one
TMUE_2000010234		
TMUE_0000002254		
TMUE_0000002255	WBGene00011955	ortholog_one2one
TMUE_2000007822	WBGene00000903	ortholog_many2many
TMUE_2000007822	WBGene00021594	ortholog_many2many
TMUE_2000010230	WBGene00016979	ortholog_one2one
TMUE_2000007821	WBGene00010551	ortholog_one2one
TMUE_2000010228		
TMUE_2000007817	WBGene00010813	ortholog_one2one
TMUE_2000007612	WBGene00000431	ortholog_many2many
TMUE_2000007614		
TMUE_2000007617		
TMUE_2000007618	WBGene00000367	ortholog_one2many
TMUE_2000010040		
TMUE_2000010041		
TMUE_2000010043		
TMUE_2000010044		
TMUE_2000010045		
TMUE_2000007620		
TMUE_2000007623		
TMUE_2000007624		
TMUE_2000010047	WBGene00006414	ortholog_one2many
TMUE_2000010049		
TMUE_2000010050	WBGene00021800	ortholog_one2many
TMUE_2000007626	WBGene00012252	ortholog_many2many
TMUE_2000007626	WBGene00010858	ortholog_many2many
TMUE_2000007626	WBGene00008897	ortholog_many2many
TMUE_2000007626	WBGene00008894	ortholog_many2many
TMUE_2000007626	WBGene00010857	ortholog_many2many
TMUE_2000007626	WBGene00018057	ortholog_many2many
TMUE_2000007626	WBGene00010856	ortholog_many2many
TMUE_2000007626	WBGene00018056	ortholog_many2many
TMUE_2000007627		
TMUE_2000010052		
TMUE_2000010053		
TMUE_2000010054		
TMUE_2000010055		
TMUE_2000010056		
TMUE_2000010057		
TMUE_2000010058		
TMUE_2000007630	WBGene00003799	ortholog_one2many
TMUE_2000007631		
TMUE_2000007633	WBGene00000440	ortholog_one2many
TMUE_2000010060		
TMUE_2000007634		
TMUE_2000010061		
TMUE_2000010063		
TMUE_1000002743		
TMUE_2000007635		
TMUE_2000010065		
TMUE_2000010066	WBGene00017759	ortholog_many2many
TMUE_2000010066	WBGene00007350	ortholog_many2many
TMUE_2000007636		
TMUE_2000010068		
TMUE_2000007637		
TMUE_2000007638		
TMUE_2000010069		
TMUE_2000010070	WBGene00007529	ortholog_one2many
TMUE_2000007639		
TMUE_2000010072	WBGene00007718	ortholog_one2many
TMUE_2000010074	WBGene00017981	ortholog_one2many
TMUE_2000010075	WBGene00020687	ortholog_one2many
TMUE_3000011741		
TMUE_2000008313		
TMUE_2000010078		
TMUE_2000010079	WBGene00008979	ortholog_one2many
TMUE_2000007644	WBGene00018006	ortholog_one2many
TMUE_2000010080		
TMUE_2000007645		
TMUE_2000007647		
TMUE_2000010082	WBGene00000795	ortholog_one2many
TMUE_2000007650		
TMUE_2000007652	WBGene00009163	ortholog_one2many
TMUE_2000009527	WBGene00022580	ortholog_many2many
TMUE_2000009527	WBGene00022583	ortholog_many2many
TMUE_2000007130		
TMUE_2000007131	WBGene00012647	ortholog_one2many
TMUE_2000007131	WBGene00019300	ortholog_one2many
TMUE_2000007131	WBGene00007384	ortholog_one2many
TMUE_2000007131	WBGene00016922	ortholog_one2many
TMUE_2000009528	WBGene00003055	ortholog_one2many
TMUE_2000007132	WBGene00003370	ortholog_one2many
TMUE_2000007132	WBGene00003369	ortholog_one2many
TMUE_2000009529	WBGene00015173	ortholog_one2one
TMUE_2000007133		
TMUE_2000007134		
TMUE_2000007135		
TMUE_2000009530	WBGene00018367	ortholog_one2one
TMUE_2000007137		
TMUE_2000007138		
TMUE_2000007140	WBGene00019838	ortholog_one2one
TMUE_2000009533		
TMUE_2000009534	WBGene00006639	ortholog_one2one
TMUE_2000007141		
TMUE_2000009536	WBGene00015735	ortholog_one2one
TMUE_2000009537	WBGene00011116	ortholog_one2one
TMUE_2000009539		
TMUE_2000007143	WBGene00001262	ortholog_one2one
TMUE_2000009541	WBGene00022627	ortholog_one2many
TMUE_2000009542	WBGene00019858	ortholog_one2many
TMUE_2000009542	WBGene00019859	ortholog_one2many
TMUE_2000009542	WBGene00017546	ortholog_one2many
TMUE_2000007144		
TMUE_2000009543		
TMUE_2000009545	WBGene00044605	ortholog_one2many
TMUE_2000007148		
TMUE_2000009546	WBGene00004441	ortholog_one2one
TMUE_2000007149		
TMUE_2000009547	WBGene00011734	ortholog_one2one
TMUE_2000009548		
TMUE_2000009549	WBGene00015074	ortholog_one2one
TMUE_2000007150	WBGene00018132	ortholog_one2one
TMUE_2000007151		
TMUE_2000007152	WBGene00020758	ortholog_one2one
TMUE_2000007153	WBGene00007923	ortholog_one2one
TMUE_2000009550		
TMUE_2000007154		
TMUE_2000007155	WBGene00004736	ortholog_one2one
TMUE_2000007156	WBGene00002198	ortholog_one2many
TMUE_2000009553		
TMUE_2000009554	WBGene00004506	ortholog_one2many
TMUE_2000009554	WBGene00018991	ortholog_one2many
TMUE_2000007157	WBGene00012932	ortholog_one2one
TMUE_2000007159		
TMUE_2000009555	WBGene00003499	ortholog_many2many
TMUE_2000009555	WBGene00019082	ortholog_many2many
TMUE_2000009555	WBGene00014124	ortholog_many2many
TMUE_2000009555	WBGene00019628	ortholog_many2many
TMUE_2000009555	WBGene00011131	ortholog_many2many
TMUE_2000009555	WBGene00020345	ortholog_many2many
TMUE_2000009555	WBGene00021338	ortholog_many2many
TMUE_2000007160		
TMUE_2000007161		
TMUE_2000009556		
TMUE_2000007162		
TMUE_2000007164		
TMUE_2000007166	WBGene00009735	ortholog_one2one
TMUE_2000009559		
TMUE_2000007167		
TMUE_2000007168	WBGene00010572	ortholog_many2many
TMUE_2000007169	WBGene00003701	ortholog_one2many
TMUE_2000007169	WBGene00001400	ortholog_one2many
TMUE_2000009560		
TMUE_2000007170	WBGene00018835	ortholog_one2one
TMUE_2000009561	WBGene00000268	ortholog_one2one
TMUE_2000009562		
TMUE_2000009563		
TMUE_2000007172		
TMUE_2000007173		
TMUE_2000007174	WBGene00001259	ortholog_one2one
TMUE_2000007175		
TMUE_2000007176	WBGene00018149	ortholog_one2one
TMUE_2000009569	WBGene00012648	ortholog_one2one
TMUE_2000007179		
TMUE_2000009571	WBGene00019686	ortholog_one2many
TMUE_2000009571	WBGene00013407	ortholog_one2many
TMUE_2000007180	WBGene00001117	ortholog_one2one
TMUE_2000007181	WBGene00015156	ortholog_one2one
TMUE_2000009574		
TMUE_2000007182	WBGene00003605	ortholog_one2one
TMUE_2000009575		
TMUE_2000007183		
TMUE_2000009576		
TMUE_2000007185		
TMUE_2000009577		
TMUE_2000007187		
TMUE_2000009578		
TMUE_2000009579		
TMUE_2000007188	WBGene00002881	ortholog_one2one
TMUE_2000007189	WBGene00004470	ortholog_one2one
TMUE_2000009582	WBGene00009445	ortholog_one2one
TMUE_2000007190		
TMUE_2000007191	WBGene00011779	ortholog_many2many
TMUE_2000007191	WBGene00008290	ortholog_many2many
TMUE_2000007191	WBGene00010694	ortholog_many2many
TMUE_2000007191	WBGene00017723	ortholog_many2many
TMUE_2000007191	WBGene00010167	ortholog_many2many
TMUE_2000007191	WBGene00015982	ortholog_many2many
TMUE_2000007191	WBGene00009032	ortholog_many2many
TMUE_2000009583	WBGene00003923	ortholog_one2one
TMUE_2000007192		
TMUE_2000009584	WBGene00012632	ortholog_one2one
TMUE_2000007193	WBGene00018594	ortholog_one2one
TMUE_2000007194	WBGene00018342	ortholog_many2many
TMUE_2000007194	WBGene00018343	ortholog_many2many
TMUE_2000007194	WBGene00021768	ortholog_many2many
TMUE_2000007194	WBGene00015913	ortholog_many2many
TMUE_2000009585	WBGene00004701	ortholog_one2one
TMUE_2000007195		
TMUE_2000009586	WBGene00006784	ortholog_one2one
TMUE_2000009587		
TMUE_2000009588	WBGene00006937	ortholog_one2many
TMUE_2000008315		
TMUE_2000007197	WBGene00004231	ortholog_one2many
TMUE_2000009590		
TMUE_2000007198	WBGene00017950	ortholog_one2one
TMUE_2000009591		
TMUE_2000009594		
TMUE_3000010834		
TMUE_3000013002		
TMUE_3000010837	WBGene00009100	ortholog_one2one
TMUE_3000013003		
TMUE_3000013004	WBGene00004740	ortholog_one2one
TMUE_3000013005	WBGene00009731	ortholog_one2one
TMUE_3000013007		
TMUE_3000013008	WBGene00003778	ortholog_one2one
TMUE_3000013009	WBGene00012762	ortholog_one2many
TMUE_3000010838		
TMUE_3000010839	WBGene00010054	ortholog_one2one
TMUE_3000013010		
TMUE_3000013012	WBGene00000868	ortholog_one2one
TMUE_3000010840	WBGene00001497	ortholog_one2one
TMUE_3000013013	WBGene00000886	ortholog_one2one
TMUE_3000013014	WBGene00006712	ortholog_one2one
TMUE_3000013015		
TMUE_3000010841	WBGene00017776	ortholog_one2one
TMUE_3000013016	WBGene00001358	ortholog_one2one
TMUE_3000010842		
TMUE_3000010843	WBGene00017818	ortholog_one2one
TMUE_3000013017	WBGene00011587	ortholog_one2one
TMUE_3000010844		
TMUE_3000013019		
TMUE_3000010845	WBGene00011064	ortholog_one2many
TMUE_3000010846		
TMUE_3000013020	WBGene00019762	ortholog_one2many
TMUE_3000013021	WBGene00004364	ortholog_one2many
TMUE_3000013022		
TMUE_3000010847		
TMUE_3000013023	WBGene00044689	ortholog_one2one
TMUE_3000010848	WBGene00006652	ortholog_one2many
TMUE_3000013024	WBGene00006652	ortholog_one2many
TMUE_3000013025	WBGene00002991	ortholog_one2one
TMUE_3000013026		
TMUE_3000013027		
TMUE_3000013028	WBGene00001519	ortholog_one2one
TMUE_3000010849	WBGene00009023	ortholog_one2many
TMUE_3000010850	WBGene00015471	ortholog_one2many
TMUE_3000010851	WBGene00015266	ortholog_one2many
TMUE_3000013032	WBGene00017085	ortholog_one2many
TMUE_3000010852		
TMUE_3000010854		
TMUE_3000013033	WBGene00006412	ortholog_one2many
TMUE_3000010855	WBGene00002147	ortholog_one2many
TMUE_3000013035		
TMUE_3000013038		
TMUE_3000013039		
TMUE_3000013040	WBGene00001033	ortholog_one2many
TMUE_3000013042		
TMUE_3000013043	WBGene00003123	ortholog_one2many
TMUE_3000013044		
TMUE_3000010858	WBGene00000906	ortholog_one2many
TMUE_3000010861		
TMUE_3000010863		
TMUE_3000013050		
TMUE_3000010864		
TMUE_3000010865		
TMUE_3000010866		
TMUE_3000013052		
TMUE_3000010867	WBGene00021406	ortholog_one2many
TMUE_3000010867	WBGene00001492	ortholog_one2many
TMUE_3000010868	WBGene00010060	ortholog_one2one
TMUE_3000013053		
TMUE_3000010869		
TMUE_3000013054	WBGene00015934	ortholog_one2one
TMUE_3000010870	WBGene00000405	ortholog_one2many
TMUE_3000010871	WBGene00000405	ortholog_one2many
TMUE_3000010873	WBGene00000792	ortholog_one2many
TMUE_3000010873	WBGene00018547	ortholog_one2many
TMUE_3000013056	WBGene00022380	ortholog_one2one
TMUE_3000010874	WBGene00008148	ortholog_one2one
TMUE_3000013058	WBGene00000405	ortholog_one2many
TMUE_3000010875	WBGene00010083	ortholog_one2one
TMUE_1000005529		
TMUE_1000003787		
TMUE_1000003788		
TMUE_1000003789	WBGene00009286	ortholog_one2one
TMUE_3000011675	WBGene00019846	ortholog_many2many
TMUE_3000011675	WBGene00020373	ortholog_many2many
TMUE_3000013826	WBGene00006599	ortholog_one2one
TMUE_3000011673	WBGene00008686	ortholog_one2one
TMUE_3000011672	WBGene00022388	ortholog_one2one
TMUE_3000011671	WBGene00018468	ortholog_one2one
TMUE_3000013825	WBGene00002066	ortholog_one2one
TMUE_3000013823	WBGene00000915	ortholog_one2one
TMUE_3000013822	WBGene00020490	ortholog_one2many
TMUE_3000013822	WBGene00015177	ortholog_one2many
TMUE_3000011668		
TMUE_3000011667		
TMUE_1000004167	WBGene00010284	ortholog_one2one
TMUE_3000011666		
TMUE_3000011665		
TMUE_3000013819	WBGene00006064	ortholog_one2one
TMUE_3000011664	WBGene00006936	ortholog_one2one
TMUE_3000013817		
TMUE_2000009285		
TMUE_2000006914		
TMUE_2000009282	WBGene00010716	ortholog_one2one
TMUE_2000009281		
TMUE_2000009280	WBGene00006645	ortholog_many2many
TMUE_2000006913		
TMUE_2000009277		
TMUE_2000009276		
TMUE_2000009275	WBGene00008220	ortholog_one2one
TMUE_2000006912		
TMUE_2000009274		
TMUE_2000006911		
TMUE_2000006910		
TMUE_2000009273		
TMUE_2000009272	WBGene00013737	ortholog_one2one
TMUE_2000006909	WBGene00015866	ortholog_one2one
TMUE_2000009271		
TMUE_2000009270		
TMUE_2000006908	WBGene00012187	ortholog_one2one
TMUE_2000006907	WBGene00001166	ortholog_one2one
TMUE_2000009269		
TMUE_2000006906	WBGene00021914	ortholog_one2one
TMUE_2000009268		
TMUE_2000006905		
TMUE_2000006904		
TMUE_2000009267	WBGene00001337	ortholog_one2one
TMUE_2000006903		
TMUE_2000009266	WBGene00003829	ortholog_one2one
TMUE_2000009265		
TMUE_2000006901		
TMUE_2000009260		
TMUE_2000006900		
TMUE_2000009258	WBGene00013892	ortholog_one2one
TMUE_2000006899	WBGene00002079	ortholog_one2many
TMUE_2000006898	WBGene00000503	ortholog_one2many
TMUE_2000006897		
TMUE_2000006896		
TMUE_2000006895	WBGene00004732	ortholog_one2many
TMUE_2000006895	WBGene00023520	ortholog_one2many
TMUE_2000009257	WBGene00020691	ortholog_one2one
TMUE_2000006894		
TMUE_2000009256		
TMUE_2000006892		
TMUE_2000009254		
TMUE_2000006890	WBGene00022092	ortholog_one2one
TMUE_2000009253	WBGene00021686	ortholog_one2one
TMUE_2000009252	WBGene00003822	ortholog_one2many
TMUE_2000009251		
TMUE_2000006889		
TMUE_2000009250		
TMUE_2000006888		
TMUE_2000009249		
TMUE_2000009248	WBGene00007029	ortholog_one2many
TMUE_2000009247	WBGene00020423	ortholog_one2one
TMUE_2000006886		
TMUE_2000006884		
TMUE_2000009246		
TMUE_2000009244	WBGene00022704	ortholog_one2many
TMUE_2000006882		
TMUE_3000013267		
TMUE_3000011085		
TMUE_3000011084	WBGene00000102	ortholog_one2many
TMUE_3000011084	WBGene00000103	ortholog_one2many
TMUE_3000013266	WBGene00010408	ortholog_one2one
TMUE_3000013265	WBGene00003987	ortholog_many2many
TMUE_3000013264	WBGene00003987	ortholog_many2many
TMUE_3000013264	WBGene00014127	ortholog_many2many
TMUE_3000013264	WBGene00008110	ortholog_many2many
TMUE_3000013264	WBGene00008923	ortholog_many2many
TMUE_3000013263		
TMUE_3000013262	WBGene00006220	ortholog_one2many
TMUE_3000013262	WBGene00003837	ortholog_one2many
TMUE_3000013261		
TMUE_3000011083	WBGene00001434	ortholog_one2one
TMUE_3000011082	WBGene00003058	ortholog_one2many
TMUE_3000013259		
TMUE_3000011081		
TMUE_3000011080	WBGene00006814	ortholog_one2many
TMUE_3000013257		
TMUE_3000011076		
TMUE_3000011075		
TMUE_3000013256	WBGene00006699	ortholog_one2one
TMUE_3000013254	WBGene00006974	ortholog_one2one
TMUE_3000011074	WBGene00001679	ortholog_one2one
TMUE_3000013253		
TMUE_3000013252	WBGene00006769	ortholog_one2one
TMUE_3000011072	WBGene00007507	ortholog_many2many
TMUE_3000011072	WBGene00015509	ortholog_many2many
TMUE_3000011072	WBGene00007509	ortholog_many2many
TMUE_3000011072	WBGene00007508	ortholog_many2many
TMUE_3000011071		
TMUE_3000011070		
TMUE_3000011068	WBGene00022057	ortholog_one2one
TMUE_3000013248		
TMUE_3000011067		
TMUE_3000011066	WBGene00004077	ortholog_one2one
TMUE_3000011065		
TMUE_3000013247	WBGene00022792	ortholog_one2one
TMUE_3000013246	WBGene00001132	ortholog_one2one
TMUE_3000011064		
TMUE_3000011063		
TMUE_3000013245	WBGene00018721	ortholog_one2one
TMUE_3000013244	WBGene00021685	ortholog_one2one
TMUE_3000011062		
TMUE_3000013242	WBGene00006766	ortholog_one2many
TMUE_3000011061		
TMUE_3000013241	WBGene00004181	ortholog_one2many
TMUE_3000011059		
TMUE_3000013240		
TMUE_2000009294		
TMUE_2000006929	WBGene00015809	ortholog_one2one
TMUE_2000006928	WBGene00021815	ortholog_one2one
TMUE_2000009292	WBGene00006463	ortholog_one2many
TMUE_2000009292	WBGene00001520	ortholog_one2many
TMUE_2000006927		
TMUE_2000009291	WBGene00004873	ortholog_one2one
TMUE_2000009290		
TMUE_2000006926		
TMUE_2000006922		
TMUE_2000009288	WBGene00022739	ortholog_one2one
TMUE_2000006920		
TMUE_2000006919		
TMUE_2000009287		
TMUE_2000006916	WBGene00019890	ortholog_one2many
TMUE_2000006915		
TMUE_2000009739	WBGene00006526	ortholog_one2one
TMUE_2000007342	WBGene00255594	ortholog_many2many
TMUE_2000007342	WBGene00015098	ortholog_many2many
TMUE_2000007342	WBGene00011367	ortholog_many2many
TMUE_2000007342	WBGene00021667	ortholog_many2many
TMUE_2000007341		
TMUE_2000009738		
TMUE_2000007340		
TMUE_2000009737	WBGene00004478	ortholog_one2one
TMUE_2000007338	WBGene00015775	ortholog_one2many
TMUE_2000007338	WBGene00019269	ortholog_one2many
TMUE_2000007338	WBGene00008044	ortholog_one2many
TMUE_2000007338	WBGene00008043	ortholog_one2many
TMUE_2000007338	WBGene00008042	ortholog_one2many
TMUE_2000007335		
TMUE_2000009734		
TMUE_2000008892		
TMUE_2000008891	WBGene00001839	ortholog_many2many
TMUE_2000006564		
TMUE_2000006563		
TMUE_2000006562	WBGene00014204	ortholog_one2one
TMUE_2000008890		
TMUE_2000006561		
TMUE_2000006560		
TMUE_2000006558		
TMUE_2000006557		
TMUE_2000008885	WBGene00006595	ortholog_one2one
TMUE_2000008884		
TMUE_2000008882	WBGene00003417	ortholog_one2one
TMUE_2000006556	WBGene00004428	ortholog_one2one
TMUE_2000006555	WBGene00016729	ortholog_one2many
TMUE_2000006555	WBGene00000205	ortholog_one2many
TMUE_2000008881		
TMUE_2000008880		
TMUE_2000008879	WBGene00010621	ortholog_one2many
TMUE_2000008878		
TMUE_2000008877		
TMUE_2000006554		
TMUE_2000006553		
TMUE_2000008876	WBGene00021073	ortholog_one2one
TMUE_2000006552		
TMUE_2000006550		
TMUE_2000006549		
TMUE_2000008872	WBGene00011526	ortholog_one2one
TMUE_2000006548	WBGene00012935	ortholog_one2one
TMUE_2000008871		
TMUE_2000008870		
TMUE_2000006547		
TMUE_2000008869		
TMUE_2000006545	WBGene00018135	ortholog_many2many
TMUE_2000006544	WBGene00000959	ortholog_one2one
TMUE_2000008866		
TMUE_2000006543		
TMUE_2000008865		
TMUE_2000006542		
TMUE_2000008864		
TMUE_2000006541		
TMUE_2000008863		
TMUE_2000006540	WBGene00009312	ortholog_one2many
TMUE_2000006539		
TMUE_2000006538	WBGene00017830	ortholog_one2one
TMUE_2000008862	WBGene00020647	ortholog_one2one
TMUE_2000008861	WBGene00219375	ortholog_one2many
TMUE_2000008861	WBGene00004124	ortholog_one2many
TMUE_3000012168	WBGene00022044	ortholog_one2many
TMUE_2000008860		
TMUE_2000008858	WBGene00006680	ortholog_one2one
TMUE_2000006536		
TMUE_2000008856	WBGene00009343	ortholog_one2one
TMUE_2000008855	WBGene00017342	ortholog_one2one
TMUE_2000006534		
TMUE_2000008851		
TMUE_1000004640		
TMUE_1000002877		
TMUE_1000002878		
TMUE_1000004641		
TMUE_1000002879		
TMUE_1000002880	WBGene00001043	ortholog_one2one
TMUE_1000002881	WBGene00021644	ortholog_one2one
TMUE_1000002882	WBGene00000497	ortholog_one2one
TMUE_1000004643		
TMUE_1000004645		
TMUE_2000010113		
TMUE_2000010114		
TMUE_2000010115		
TMUE_2000007683		
TMUE_2000010116		
TMUE_2000010117		
TMUE_2000007684		
TMUE_2000007691		
TMUE_2000007692	WBGene00006985	ortholog_one2many
TMUE_2000007693	WBGene00006985	ortholog_one2many
TMUE_2000007694	WBGene00003839	ortholog_one2one
TMUE_2000010121	WBGene00003392	ortholog_one2one
TMUE_2000007695	WBGene00004064	ortholog_one2one
TMUE_2000007697		
TMUE_2000007698		
TMUE_2000007699		
TMUE_2000007700		
TMUE_2000010122		
TMUE_2000007702		
TMUE_2000007704	WBGene00019935	ortholog_one2one
TMUE_2000007705		
TMUE_2000007706		
TMUE_2000010125	WBGene00001042	ortholog_one2one
TMUE_2000007707		
TMUE_2000010126		
TMUE_2000010127		
TMUE_2000007711		
TMUE_2000007712		
TMUE_2000010128		
TMUE_2000007714	WBGene00012796	ortholog_one2one
TMUE_2000010129		
TMUE_2000007715		
TMUE_2000010131		
TMUE_2000010133		
TMUE_2000007716		
TMUE_2000007717	WBGene00016235	ortholog_one2many
TMUE_2000010134	WBGene00017301	ortholog_one2one
TMUE_2000010135	WBGene00011066	ortholog_one2many
TMUE_2000010135	WBGene00015649	ortholog_one2many
TMUE_2000007722		
TMUE_2000007723	WBGene00022180	ortholog_one2one
TMUE_2000010138	WBGene00016992	ortholog_one2one
TMUE_2000010139		
TMUE_2000010141	WBGene00021919	ortholog_one2one
TMUE_2000010142	WBGene00014055	ortholog_many2many
TMUE_2000010142	WBGene00010038	ortholog_many2many
TMUE_2000010144		
TMUE_2000010145	WBGene00014221	ortholog_one2one
TMUE_2000010146	WBGene00013379	ortholog_one2one
TMUE_2000010147	WBGene00000420	ortholog_one2one
TMUE_3000011633	WBGene00013730	ortholog_one2one
TMUE_3000011634	WBGene00003062	ortholog_one2one
TMUE_3000013790	WBGene00021012	ortholog_one2one
TMUE_3000011636	WBGene00022618	ortholog_one2one
TMUE_3000013791	WBGene00001204	ortholog_one2many
TMUE_3000013791	WBGene00003938	ortholog_one2many
TMUE_3000013793	WBGene00018513	ortholog_many2many
TMUE_3000013793	WBGene00016978	ortholog_many2many
TMUE_3000013794	WBGene00018777	ortholog_one2many
TMUE_3000011637		
TMUE_3000011638	WBGene00009131	ortholog_one2one
TMUE_3000011639		
TMUE_3000011641		
TMUE_3000013796	WBGene00018860	ortholog_one2many
TMUE_3000011642	WBGene00013317	ortholog_one2one
TMUE_3000011643	WBGene00021367	ortholog_one2one
TMUE_3000013797	WBGene00019166	ortholog_one2one
TMUE_0000001332		
TMUE_3000013798		
TMUE_3000013941		
TMUE_3000011794		
TMUE_3000012835		
TMUE_3000011795	WBGene00044605	ortholog_one2many
TMUE_3000013943	WBGene00020047	ortholog_one2many
TMUE_3000013943	WBGene00020566	ortholog_one2many
TMUE_3000013943	WBGene00008040	ortholog_one2many
TMUE_3000013944	WBGene00006517	ortholog_one2one
TMUE_3000013945	WBGene00004360	ortholog_one2one
TMUE_3000013946		
TMUE_3000011796	WBGene00011826	ortholog_one2one
TMUE_3000011797	WBGene00000585	ortholog_one2one
TMUE_3000011798		
TMUE_3000013948	WBGene00011580	ortholog_one2many
TMUE_3000013949	WBGene00004442	ortholog_one2one
TMUE_3000013950		
TMUE_3000011800	WBGene00008370	ortholog_one2one
TMUE_3000013951		
TMUE_3000013952		
TMUE_3000013953		
TMUE_3000013954		
TMUE_3000011802		
TMUE_3000013956	WBGene00003010	ortholog_one2one
TMUE_3000011804	WBGene00013460	ortholog_one2one
TMUE_3000011805	WBGene00017997	ortholog_one2one
TMUE_3000013960	WBGene00018776	ortholog_one2one
TMUE_3000011806	WBGene00017070	ortholog_one2one
TMUE_3000011807		
TMUE_3000011808	WBGene00015800	ortholog_one2one
TMUE_3000011809		
TMUE_3000013962	WBGene00018349	ortholog_one2one
TMUE_3000011810		
TMUE_3000013963		
TMUE_3000011811	WBGene00016844	ortholog_one2many
TMUE_3000011812	WBGene00017644	ortholog_one2many
TMUE_3000011812	WBGene00015216	ortholog_one2many
TMUE_3000013965	WBGene00004755	ortholog_one2one
TMUE_3000011814	WBGene00006845	ortholog_one2one
TMUE_3000013966	WBGene00022107	ortholog_one2one
TMUE_3000011816		
TMUE_3000011817	WBGene00007176	ortholog_many2many
TMUE_3000011817	WBGene00008265	ortholog_many2many
TMUE_3000011818	WBGene00010192	ortholog_one2one
TMUE_3000013967		
TMUE_3000013968		
TMUE_3000011820	WBGene00001513	ortholog_one2one
TMUE_3000013969		
TMUE_3000013970	WBGene00011303	ortholog_one2one
TMUE_3000013971	WBGene00011482	ortholog_one2one
TMUE_3000011821		
TMUE_3000013972	WBGene00008456	ortholog_one2one
TMUE_3000011822	WBGene00008458	ortholog_one2one
TMUE_3000011823	WBGene00009900	ortholog_one2one
TMUE_3000013973	WBGene00000228	ortholog_one2one
TMUE_3000011824	WBGene00004925	ortholog_one2one
TMUE_3000011825		
TMUE_3000013974		
TMUE_3000011826		
TMUE_3000013975		
TMUE_3000013977	WBGene00015658	ortholog_one2one
TMUE_3000013978	WBGene00021351	ortholog_one2one
TMUE_3000011828		
TMUE_3000011829		
TMUE_3000011831	WBGene00020812	ortholog_one2one
TMUE_3000011832	WBGene00001894	ortholog_many2many
TMUE_3000011832	WBGene00001882	ortholog_many2many
TMUE_3000011832	WBGene00001889	ortholog_many2many
TMUE_3000011832	WBGene00001878	ortholog_many2many
TMUE_3000011832	WBGene00001915	ortholog_many2many
TMUE_3000011832	WBGene00001932	ortholog_many2many
TMUE_3000011832	WBGene00001936	ortholog_many2many
TMUE_3000011832	WBGene00001913	ortholog_many2many
TMUE_3000011832	WBGene00001896	ortholog_many2many
TMUE_3000011832	WBGene00001922	ortholog_many2many
TMUE_3000011832	WBGene00001928	ortholog_many2many
TMUE_3000011832	WBGene00001918	ortholog_many2many
TMUE_3000011832	WBGene00001908	ortholog_many2many
TMUE_3000011832	WBGene00001940	ortholog_many2many
TMUE_3000011832	WBGene00001926	ortholog_many2many
TMUE_3000011832	WBGene00001885	ortholog_many2many
TMUE_3000011832	WBGene00001903	ortholog_many2many
TMUE_3000013980	WBGene00001340	ortholog_many2many
TMUE_3000013980	WBGene00008688	ortholog_many2many
TMUE_3000011833		
TMUE_3000013981	WBGene00002280	ortholog_one2one
TMUE_3000013982		
TMUE_3000011834		
TMUE_3000011835	WBGene00003159	ortholog_one2one
TMUE_3000011836	WBGene00000390	ortholog_one2one
TMUE_3000011837		
TMUE_3000011838	WBGene00010702	ortholog_many2many
TMUE_3000011838	WBGene00019259	ortholog_many2many
TMUE_3000011839		
TMUE_3000013983	WBGene00018895	ortholog_many2many
TMUE_3000013983	WBGene00009129	ortholog_many2many
TMUE_3000011840		
TMUE_3000011841	WBGene00004800	ortholog_one2many
TMUE_3000013984		
TMUE_3000013985		
TMUE_3000013986	WBGene00011298	ortholog_one2one
TMUE_3000011843		
TMUE_0000000202	WBGene00003007	ortholog_one2many
TMUE_0000000201		
TMUE_0000000200		
TMUE_0000000156		
TMUE_0000000154		
